id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
457,Francia,Hauts De France,Femmina,53,,Soprattutto io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",Più raramente,Più raramente,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Più raramente,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,45-54,ESTEROFILI
459,Francia,Hauts De France,Femmina,51,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,45-54,INDUSTRIARIANI
460,Francia,Occitanie,Femmina,40,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte a settimana,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,ESTEROFILI
462,Francia,Grand Est,Maschio,68,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,4-5 volte all’anno,1 volta a settimana,Mai,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,65-70,SALUTISTI
463,Francia,Grand Est,Femmina,63,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,Mai,2-3 volte al mese,Mai,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,SALUTISTI
464,Francia,Pays De La Loire,Femmina,49,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,45-54,TERRITORIALISTI
467,Francia,Occitanie,Femmina,26,,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Mai,Più raramente,Mai,1 volta al mese,1 volta al mese,1 volta al mese,1 volta a settimana,Molto diminuito,Un po’ diminuito,Molto diminuito,Molto diminuito,Uguale,Uguale,Uguale,25-34,INDUSTRIARIANI
468,Francia,Nouvelle Aquitaine,Femmina,30,,Principalmente io e occasionalmente altri,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,25-34,ESTEROFILI
469,Francia,Hauts De France,Maschio,62,,Soprattutto io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta a settimana,Mai,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Mai,2-3 volte a settimana,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,EDONISTI
470,Francia,Grand Est,Maschio,43,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,35-44,SALUTISTI
473,Francia,Bourgogne Franche Comte,Femmina,36,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",2-3 volte al mese,1 volta al mese,2-3 volte al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,35-44,ESSENZIALISTI
474,Francia,Hauts De France,Femmina,67,,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Mai,Mai,Mai,Mai,1 volta al mese,1 volta al mese,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,65-70,SALUBRISTI
476,Francia,Ile De France,Maschio,49,,Soprattutto io,Nessuno di questi,2-3 volte a settimana,Mai,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta al mese,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Uguale,Uguale,Uguale,45-54,Nessuno di questi
477,Francia,Nouvelle Aquitaine,Femmina,29,,Io e qualcun altro in egual misura,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta al mese,Più raramente,1 volta al mese,1 volta al mese,Mai,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,SREGOLATI
480,Francia,Auvergne Rhone Alpes,Femmina,52,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Mai,Mai,Mai,Mai,Più raramente,1 volta al mese,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,TERRITORIALISTI
481,Francia,Ile De France,Maschio,44,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,35-44,INDUSTRIARIANI
482,Francia,Auvergne Rhone Alpes,Femmina,60,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Più raramente,Mai,2-3 volte al mese,Più raramente,1 volta al mese,Più raramente,1 volta al mese,Un po’ diminuito,Molto diminuito,Uguale,Molto diminuito,Uguale,Molto diminuito,Uguale,55-64,TERRITORIALISTI
483,Francia,Pays De La Loire,Femmina,30,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,25-34,TERRITORIALISTI
484,Francia,Auvergne Rhone Alpes,Femmina,41,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,TERRITORIALISTI
486,Francia,Occitanie,Femmina,45,,Soprattutto io,Nessuno di questi,Mai,Mai,Più raramente,Più raramente,2-3 volte al mese,Mai,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Nessuno di questi
487,Francia,Nouvelle Aquitaine,Femmina,38,,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,TERRITORIALISTI
488,Francia,Hauts De France,Maschio,25,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta a settimana,2-3 volte al mese,2-3 volte a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,Un po’ aumentato,Un po’ diminuito,Un po’ aumentato,Uguale,Uguale,Uguale,Un po’ aumentato,25-34,EDONISTI
489,Francia,Grand Est,Maschio,49,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta al mese,Più raramente,2-3 volte a settimana,Più raramente,Tutti i giorni o quasi,Mai,Più raramente,Molto diminuito,Uguale,Molto aumentato,Molto diminuito,Un po’ aumentato,Molto diminuito,Molto diminuito,45-54,RISTORIANI
490,Francia,Brittany,Maschio,20,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Uguale,Molto diminuito,Un po’ aumentato,Un po’ aumentato,Uguale,Molto aumentato,Un po’ aumentato,20-24,TERRITORIALISTI
491,Francia,Grand Est,Maschio,44,,Principalmente io e occasionalmente altri,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,35-44,EDONISTI
492,Francia,Auvergne Rhone Alpes,Maschio,68,,Io e qualcun altro in egual misura,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",2-3 volte al mese,Più raramente,1 volta a settimana,2-3 volte al mese,1 volta a settimana,4-5 volte all’anno,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,65-70,SALUBRISTI
493,Francia,Provence Alpes Cote D Azur,Femmina,54,,Solo io,Nessuno di questi,Più raramente,Mai,Più raramente,Più raramente,4-5 volte all’anno,4-5 volte all’anno,Più raramente,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,Un po’ diminuito,45-54,Nessuno di questi
495,Francia,Ile De France,Femmina,47,,Solo io,Nessuno di questi,1 volta al mese,Più raramente,1 volta al mese,Più raramente,1 volta al mese,2-3 volte al mese,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Nessuno di questi
496,Francia,Ile De France,Femmina,64,,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,1 volta al mese,2-3 volte al mese,Mai,2-3 volte a settimana,4-5 volte all’anno,1 volta al mese,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,55-64,SALUTISTI
497,Francia,Occitanie,Femmina,24,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta a settimana,1 volta al mese,Tutti i giorni o quasi,Più raramente,4-5 volte all’anno,1 volta a settimana,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,20-24,EDONISTI
499,Francia,Provence Alpes Cote D Azur,Femmina,56,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,Mai,Mai,4-5 volte all’anno,1 volta a settimana,Mai,1 volta a settimana,Uguale,Molto diminuito,Molto diminuito,Uguale,Uguale,Uguale,Uguale,55-64,SALUTISTI
500,Francia,Nouvelle Aquitaine,Femmina,33,,Soprattutto io,Nessuno di questi,1 volta a settimana,Tutti i giorni o quasi,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Nessuno di questi
501,Francia,Nouvelle Aquitaine,Maschio,69,,Io e qualcun altro in egual misura,Nessuno di questi,1 volta a settimana,Mai,2-3 volte a settimana,Mai,Tutti i giorni o quasi,1 volta a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Nessuno di questi
503,Francia,Auvergne Rhone Alpes,Femmina,63,,Io e qualcun altro in egual misura,Nessuno di questi,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Tutti i giorni o quasi,Più raramente,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
505,Francia,Normandie,Femmina,38,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,35-44,RISTORIANI
506,Francia,Hauts De France,Femmina,45,,Principalmente io e occasionalmente altri,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,RISTORIANI
507,Francia,Pays De La Loire,Maschio,61,,Io e qualcun altro in egual misura,Nessuno di questi,1 volta al mese,1 volta al mese,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
508,Francia,Auvergne Rhone Alpes,Maschio,48,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,INDUSTRIARIANI
509,Francia,Occitanie,Femmina,48,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Più raramente,Più raramente,1 volta al mese,4-5 volte all’anno,2-3 volte a settimana,1 volta a settimana,Più raramente,Un po’ diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,Molto aumentato,Uguale,Un po’ diminuito,45-54,INDUSTRIARIANI
510,Francia,Hauts De France,Maschio,62,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Mai,Mai,Mai,Mai,Tutti i giorni o quasi,2-3 volte a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,INDUSTRIARIANI
511,Francia,Provence Alpes Cote D Azur,Femmina,61,,Soprattutto io,Nessuno di questi,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,Mai,1 volta a settimana,Mai,1 volta a settimana,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,55-64,Nessuno di questi
513,Francia,Hauts De France,Femmina,44,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte al mese,Mai,1 volta al mese,Più raramente,Mai,Mai,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,SREGOLATI
514,Francia,Provence Alpes Cote D Azur,Femmina,52,,Soprattutto io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Molto diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,45-54,ESTEROFILI
515,Francia,Normandie,Maschio,65,,Io e qualcun altro in egual misura,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",4-5 volte all’anno,Mai,Mai,2-3 volte al mese,1 volta al mese,Mai,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,ESSENZIALISTI
516,Francia,Auvergne Rhone Alpes,Maschio,60,,Io e qualcun altro in egual misura,Nessuno di questi,4-5 volte all’anno,Più raramente,4-5 volte all’anno,Più raramente,2-3 volte al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
517,Francia,Normandie,Femmina,51,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",4-5 volte all’anno,Più raramente,1 volta al mese,Più raramente,4-5 volte all’anno,Più raramente,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,ESSENZIALISTI
518,Francia,Hauts De France,Maschio,53,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,4-5 volte all’anno,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,Molto diminuito,Uguale,Un po’ diminuito,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Uguale,45-54,TERRITORIALISTI
519,Francia,Ile De France,Femmina,39,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,1 volta a settimana,2-3 volte al mese,Tutti i giorni o quasi,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,TERRITORIALISTI
521,Francia,Corse,Maschio,47,,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,LOCALIVORI
522,Francia,Provence Alpes Cote D Azur,Femmina,46,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,Uguale,Un po’ aumentato,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,45-54,INDUSTRIARIANI
523,Francia,Occitanie,Maschio,58,,Io e qualcun altro in egual misura,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Più raramente,Più raramente,Più raramente,Più raramente,Tutti i giorni o quasi,Mai,Più raramente,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,55-64,RISTORIANI
524,Francia,Hauts De France,Maschio,41,,Soprattutto io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,ESTEROFILI
525,Francia,Ile De France,Femmina,22,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,2-3 volte a settimana,1 volta a settimana,4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,TERRITORIALISTI
526,Francia,Auvergne Rhone Alpes,Maschio,63,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,55-64,RISTORIANI
527,Francia,Ile De France,Femmina,35,,Principalmente io e occasionalmente altri,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Molto diminuito,Un po’ diminuito,Molto diminuito,Molto diminuito,Molto aumentato,Un po’ diminuito,Un po’ diminuito,35-44,RISTORIANI
528,Francia,Grand Est,Femmina,44,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,Mai,1 volta a settimana,1 volta a settimana,1 volta a settimana,Mai,1 volta a settimana,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,35-44,INDUSTRIARIANI
529,Francia,Centre-Val De Loire,Femmina,43,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,35-44,TERRITORIALISTI
530,Francia,Hauts De France,Maschio,31,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta al mese,1 volta al mese,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ diminuito,Uguale,Uguale,25-34,SALUTISTI
533,Francia,Brittany,Femmina,66,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte al mese,Più raramente,2-3 volte al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,4-5 volte all’anno,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,65-70,SREGOLATI
534,Francia,Auvergne Rhone Alpes,Maschio,54,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",4-5 volte all’anno,Mai,4-5 volte all’anno,Mai,1 volta a settimana,Più raramente,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,ESSENZIALISTI
535,Francia,Hauts De France,Femmina,51,,Io e qualcun altro in egual misura,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",Più raramente,Più raramente,1 volta al mese,Più raramente,1 volta al mese,1 volta al mese,4-5 volte all’anno,Molto diminuito,Molto diminuito,Uguale,Molto diminuito,Uguale,Uguale,Molto diminuito,45-54,LOCALIVORI
537,Francia,Hauts De France,Femmina,25,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta al mese,Mai,2-3 volte al mese,2-3 volte al mese,Mai,Più raramente,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,EDONISTI
538,Francia,Ile De France,Maschio,24,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,1 volta a settimana,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,20-24,SALUTISTI
540,Francia,Occitanie,Femmina,45,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,45-54,RISTORIANI
541,Francia,Provence Alpes Cote D Azur,Femmina,47,,Soprattutto io,Nessuno di questi,2-3 volte al mese,2-3 volte al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta a settimana,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,45-54,Nessuno di questi
545,Francia,Normandie,Femmina,50,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,2-3 volte al mese,1 volta a settimana,1 volta al mese,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,45-54,INDUSTRIARIANI
546,Francia,Bourgogne Franche Comte,Maschio,51,,Soprattutto io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",Più raramente,Mai,1 volta al mese,1 volta al mese,1 volta al mese,Mai,Più raramente,Molto diminuito,Molto diminuito,Uguale,Un po’ diminuito,Uguale,Molto diminuito,Molto diminuito,45-54,LOCALIVORI
547,Francia,Auvergne Rhone Alpes,Femmina,58,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",Mai,Mai,Più raramente,Mai,1 volta a settimana,2-3 volte a settimana,1 volta al mese,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Un po’ aumentato,Molto aumentato,Un po’ diminuito,55-64,EDONISTI
548,Francia,Centre-Val De Loire,Femmina,58,,Io e qualcun altro in egual misura,Nessuno di questi,1 volta al mese,Più raramente,1 volta al mese,4-5 volte all’anno,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
